tick,car_id,map_id,throttle,distance_delta,velocity,acceleration,lane_radius,relative_angle,slip_angle,angle_velocity,angle_acceleration,can_switch,lane_start,lane_end,bend_direction,piece_index,in_piece_distance,is_crashed
151,Thresh110_,keimola,1.0,4.276470636725531,4.276470636725531,0.11680672169947925,110,0.0,0.0,0.0,0.0,0,0,0,1,4,18.452938800449235,0
152,Thresh110_,keimola,1.0,4.390941223991021,4.390941223991021,0.11447058726549031,110,0.0,0.0,0.0,0.0,0,0,0,1,4,22.843880024440256,0
153,Thresh110_,keimola,1.0,4.503122399511199,4.503122399511199,0.11218117552017759,110,0.0,0.0,0.0,0.0,0,0,0,1,4,27.347002423951455,0
154,Thresh110_,keimola,1.0,4.613059951520977,4.613059951520977,0.10993755200977873,110,0.0,0.0,0.0,0.0,0,0,0,1,4,31.960062375472432,0
155,Thresh110_,keimola,1.0,4.720798752490559,4.720798752490559,0.10773880096958166,110,0.0,0.0,0.0,0.0,0,0,0,1,4,36.68086112796299,0
156,Thresh110_,keimola,1.0,4.826382777440749,4.826382777440749,0.10558402495018981,110,0.0,0.0,0.0,0.0,0,0,0,1,4,41.50724390540374,0
157,Thresh110_,keimola,1.0,4.929855121891933,4.929855121891933,0.10347234445118403,110,0.0,0.0,0.0,0.0,0,0,0,1,4,46.43709902729567,0
158,Thresh110_,keimola,1.0,5.031258019454093,5.031258019454093,0.10140289756215992,110,0.0,0.0,0.0,0.0,0,0,0,1,4,51.468357046749766,0
159,Thresh110_,keimola,1.0,5.13063285906501,5.13063285906501,0.09937483961091687,110,0.0,0.0,0.0,0.0,0,0,0,1,4,56.598989905814776,0
160,Thresh110_,keimola,1.0,5.228020201883709,5.228020201883709,0.0973873428186991,110,0.0,0.0,0.0,0.0,0,0,0,1,4,61.827010107698484,0
161,Thresh110_,keimola,1.0,5.323459797846041,5.323459797846041,0.09543959596233265,110,0.0,0.0,0.0,0.0,0,0,0,1,4,67.15046990554453,0
162,Thresh110_,keimola,1.0,5.416990601889111,5.416990601889111,0.09353080404306979,110,0.0,0.0,0.0,0.0,0,0,0,1,4,72.56746050743364,0
